Invoice ID,Branch,Customer type,Gender,ProductID,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
316-68-6352,A,Member,Female,PID48,2,3.636,76.356,21/01/2019,10:00,Cash,72.72,4.761904762,3.636,7.1
109-86-4363,B,Member,Female,PID480,7,21.028,441.588,14-Feb-19,11:36,Credit card,420.56,4.761904762,21.028,4.5
222-42-0244,B,Member,Female,PID481,9,32.4495,681.4395,28-Jan-19,13:53,Credit card,648.99,4.761904762,32.4495,7.7
343-75-9322,B,Member,Female,PID482,8,4.74,99.54,09-Jan-19,16:34,Cash,94.8,4.761904762,4.74,4.1
427-45-9297,B,Member,Female,PID483,7,14.2555,299.3655,12-Mar-19,11:01,Ewallet,285.11,4.761904762,14.2555,5.4
361-59-0574,B,Member,Male,PID484,8,36.212,760.452,15-Mar-19,14:48,Credit card,724.24,4.761904762,36.212,6.5
544-55-9589,B,Member,Female,PID485,10,10.715,225.015,28-Jan-19,11:51,Cash,214.3,4.761904762,10.715,6.2
608-05-3804,B,Member,Male,PID486,1,1.9875,41.7375,25-Feb-19,20:19,Cash,39.75,4.761904762,1.9875,6.1
761-49-0439,B,Member,Female,PID487,8,4.84,101.64,19-Jan-19,10:17,Ewallet,96.8,4.761904762,4.84,8.6
490-95-0021,B,Member,Female,PID488,10,16.605,348.705,08-Jan-19,14:25,Ewallet,332.1,4.761904762,16.605,6
311-13-6971,B,Member,Male,PID489,10,15.995,335.895,20-Feb-19,15:18,Credit card,319.9,4.761904762,15.995,9.9
744-02-5987,A,Member,Male,PID49,6,23.514,493.794,10/01/2019,14:16,Ewallet,470.28,4.761904762,23.514,5.8
811-35-1094,B,Member,Male,PID490,6,15.135,317.835,06-Feb-19,15:16,Credit card,302.7,4.761904762,15.135,8.9
313-66-9943,B,Member,Female,PID491,3,4.3725,91.8225,27-Mar-19,20:29,Credit card,87.45,4.761904762,4.3725,7.3
636-98-3364,B,Member,Female,PID492,3,3.939,82.719,02-Mar-19,12:36,Ewallet,78.78,4.761904762,3.939,6.3
321-49-7382,B,Member,Male,PID493,1,4.4155,92.7255,15-Feb-19,17:38,Credit card,88.31,4.761904762,4.4155,5.2
676-10-2200,B,Member,Male,PID494,1,2.689,56.469,03-Feb-19,20:13,Ewallet,53.78,4.761904762,2.689,4.7
503-21-4385,B,Member,Male,PID495,3,5.9865,125.7165,21-Feb-19,12:40,Ewallet,119.73,4.761904762,5.9865,9.3
305-89-2768,B,Member,Female,PID496,3,3.285,68.985,09-Jan-19,18:43,Ewallet,65.7,4.761904762,3.285,4.7
574-80-1489,B,Member,Female,PID497,4,12.57,263.97,25-Feb-19,13:22,Ewallet,251.4,4.761904762,12.57,8.7
200-40-6154,B,Member,Male,PID498,6,19.773,415.233,09-Feb-19,11:45,Cash,395.46,4.761904762,19.773,5.7
214-30-2776,B,Member,Female,PID499,5,8.6225,181.0725,11-Mar-19,19:44,Credit card,172.45,4.761904762,8.6225,9
307-83-9164,A,Member,Male,PID50,4,12.002,252.042,25/01/2019,15:54,Cash,240.04,4.761904762,12.002,4.5
746-04-1077,B,Member,Female,PID500,10,42.315,888.615,01-Jan-19,11:36,Credit card,846.3,4.761904762,42.315,9
448-34-8700,B,Member,Male,PID501,7,12.9185,271.2885,10-Feb-19,13:51,Ewallet,258.37,4.761904762,12.9185,6.7
883-69-1285,B,Member,Male,PID502,2,4.992,104.832,06-Mar-19,11:55,Credit card,99.84,4.761904762,4.992,7
518-71-6847,B,Member,Male,PID503,6,7.98,167.58,26-Feb-19,15:10,Ewallet,159.6,4.761904762,7.98,4.9
552-44-5977,B,Member,Male,PID504,8,24.8,520.8,03-Jan-19,19:08,Credit card,496,4.761904762,24.8,6.2
430-53-4718,B,Member,Male,PID505,8,30.148,633.108,28-Jan-19,15:46,Credit card,602.96,4.761904762,30.148,8.4
319-50-3348,B,Normal,Female,PID506,2,4.03,84.63,11-Mar-19,15:30,Ewallet,80.6,4.761904762,4.03,4.4
371-85-5789,B,Normal,Male,PID507,3,13.197,277.137,05-Mar-19,10:40,Ewallet,263.94,4.761904762,13.197,5.1
273-16-6619,B,Normal,Male,PID508,2,3.32,69.72,15-Mar-19,12:20,Credit card,66.4,4.761904762,3.32,4.4
649-29-6775,B,Normal,Male,PID509,1,1.676,35.196,08-Feb-19,15:31,Cash,33.52,4.761904762,1.676,6.7
411-77-0180,A,Member,Male,PID51,7,25.27,530.67,26/03/2019,20:14,Ewallet,505.4,4.761904762,25.27,4.3
145-94-9061,B,Normal,Female,PID510,5,22.09,463.89,25-Jan-19,19:48,Cash,441.8,4.761904762,22.09,9.6
871-79-8483,B,Normal,Male,PID511,5,23.5325,494.1825,25-Feb-19,19:39,Credit card,470.65,4.761904762,23.5325,4.8
640-49-2076,B,Normal,Male,PID512,8,33.512,703.752,10-Jan-19,14:49,Cash,670.24,4.761904762,33.512,5.1
242-55-6721,B,Normal,Male,PID513,2,1.616,33.936,07-Mar-19,11:49,Ewallet,32.32,4.761904762,1.616,6.5
847-38-7188,B,Normal,Female,PID514,3,14.502,304.542,26-Jan-19,19:56,Ewallet,290.04,4.761904762,14.502,6.4
318-68-5053,B,Normal,Female,PID515,6,23.097,485.037,27-Feb-19,17:55,Cash,461.94,4.761904762,23.097,6.1
766-85-7061,B,Normal,Male,PID516,10,43.935,922.635,29-Mar-19,10:25,Ewallet,878.7,4.761904762,43.935,5.1
733-01-9107,B,Normal,Male,PID517,6,24.81,521.01,05-Mar-19,18:14,Cash,496.2,4.761904762,24.81,7.4
716-39-1409,B,Normal,Male,PID518,7,10.6225,223.0725,19-Mar-19,18:19,Cash,212.45,4.761904762,10.6225,8
227-78-1148,B,Normal,Female,PID519,7,25.494,535.374,15-Feb-19,12:44,Cash,509.88,4.761904762,25.494,8.4
803-17-8013,A,Member,Female,PID52,8,35.516,745.836,17/02/2019,17:09,Cash,710.32,4.761904762,35.516,4.1
378-24-2715,B,Normal,Male,PID520,2,5.344,112.224,20-Jan-19,20:38,Ewallet,106.88,4.761904762,5.344,4.1
549-84-7482,B,Normal,Female,PID521,9,40.626,853.146,08-Feb-19,11:15,Ewallet,812.52,4.761904762,40.626,7.2
191-10-6171,B,Normal,Female,PID522,7,13.867,291.207,25-Jan-19,13:18,Cash,277.34,4.761904762,13.867,7.5
695-51-0018,B,Normal,Female,PID523,4,6.968,146.328,10-Feb-19,18:36,Cash,139.36,4.761904762,6.968,7.4
241-72-9525,B,Normal,Male,PID524,10,25.955,545.055,16-Feb-19,12:21,Cash,519.1,4.761904762,25.955,8.2
307-85-2293,B,Normal,Male,PID525,5,12.57,263.97,07-Mar-19,13:58,Ewallet,251.4,4.761904762,12.57,9.7
423-57-2993,B,Normal,Male,PID526,6,28.017,588.357,27-Mar-19,19:18,Ewallet,560.34,4.761904762,28.017,10
548-46-9322,B,Normal,Male,PID527,10,19.95,418.95,20-Feb-19,15:24,Credit card,399,4.761904762,19.95,5.9
414-12-7047,B,Normal,Male,PID528,8,7.916,166.236,18-Jan-19,12:04,Ewallet,158.32,4.761904762,7.916,8.7
284-34-9626,B,Normal,Female,PID529,3,11.556,242.676,11-Feb-19,10:39,Credit card,231.12,4.761904762,11.556,7.2
512-98-1403,A,Member,Female,PID53,3,3.972,83.412,21/03/2019,10:40,Ewallet,79.44,4.761904762,3.972,4.7
437-58-8131,B,Normal,Female,PID530,2,7.352,154.392,15-Jan-19,13:41,Ewallet,147.04,4.761904762,7.352,4.6
641-43-2399,B,Normal,Male,PID531,4,5.11,107.31,26-Jan-19,20:23,Ewallet,102.2,4.761904762,5.11,5.7
573-58-9734,B,Normal,Female,PID532,3,4.5555,95.6655,28-Mar-19,13:41,Ewallet,91.11,4.761904762,4.5555,5.1
817-69-8206,B,Normal,Female,PID533,9,44.8785,942.4485,02-Mar-19,19:42,Credit card,897.57,4.761904762,44.8785,6.5
142-63-6033,B,Normal,Male,PID534,5,23.09,484.89,20-Mar-19,19:17,Ewallet,461.8,4.761904762,23.09,4.9
656-16-1063,B,Normal,Male,PID535,3,6.963,146.223,04-Jan-19,13:24,Credit card,139.26,4.761904762,6.963,4.4
560-30-5617,B,Normal,Female,PID536,5,6.1925,130.0425,24-Mar-19,18:27,Cash,123.85,4.761904762,6.1925,8.5
549-03-9315,B,Normal,Male,PID537,8,37.948,796.908,12-Feb-19,12:58,Ewallet,758.96,4.761904762,37.948,8.7
790-29-1172,B,Normal,Female,PID538,3,8.601,180.621,10-Mar-19,18:59,Credit card,172.02,4.761904762,8.601,7.9
239-36-3640,B,Normal,Male,PID539,6,13.605,285.705,31-Jan-19,13:44,Ewallet,272.1,4.761904762,13.605,6.1
870-76-1733,A,Member,Female,PID54,5,3.5575,74.7075,01/02/2019,10:08,Credit card,71.15,4.761904762,3.5575,4.4
468-01-2051,B,Normal,Male,PID540,7,21.728,456.288,06-Mar-19,13:46,Ewallet,434.56,4.761904762,21.728,5.4
289-65-5721,B,Normal,Female,PID541,2,8.137,170.877,26-Jan-19,19:28,Cash,162.74,4.761904762,8.137,6.5
418-02-5978,B,Normal,Female,PID542,9,37.8405,794.6505,11-Feb-19,10:54,Cash,756.81,4.761904762,37.8405,8
376-02-8238,B,Normal,Male,PID543,8,37.548,788.508,02-Feb-19,18:42,Credit card,750.96,4.761904762,37.548,8.3
785-13-7708,B,Normal,Male,PID544,7,25.571,536.991,14-Jan-19,19:06,Credit card,511.42,4.761904762,25.571,4.2
154-74-7179,B,Normal,Male,PID545,1,2.7225,57.1725,26-Feb-19,19:24,Ewallet,54.45,4.761904762,2.7225,7.9
783-09-1637,B,Normal,Female,PID546,5,16.8575,354.0075,06-Mar-19,18:13,Ewallet,337.15,4.761904762,16.8575,6.3
477-24-6490,B,Normal,Female,PID547,6,29.913,628.173,26-Feb-19,16:52,Ewallet,598.26,4.761904762,29.913,7.9
566-19-5475,B,Normal,Male,PID548,7,16.7895,352.5795,07-Jan-19,20:52,Cash,335.79,4.761904762,16.7895,6.2
498-41-1961,B,Normal,Male,PID549,5,16.67,350.07,20-Feb-19,18:01,Cash,333.4,4.761904762,16.67,7.6
423-64-4619,A,Member,Female,PID55,9,6.9975,146.9475,07/03/2019,13:12,Cash,139.95,4.761904762,6.9975,5
283-79-9594,B,Normal,Female,PID550,7,16.9785,356.5485,25-Jan-19,13:30,Credit card,339.57,4.761904762,16.9785,5.2
585-03-5943,B,Normal,Male,PID551,10,9.055,190.155,13-Mar-19,11:46,Ewallet,181.1,4.761904762,9.055,5.9
396-90-2219,B,Normal,Female,PID552,8,5.984,125.664,23-Feb-19,12:29,Cash,119.68,4.761904762,5.984,8.6
276-54-0879,B,Normal,Male,PID553,4,19.548,410.508,12-Mar-19,19:53,Ewallet,390.96,4.761904762,19.548,6.4
868-81-1752,B,Normal,Male,PID554,9,9.909,208.089,07-Feb-19,18:48,Cash,198.18,4.761904762,9.909,6.8
692-27-8933,B,Normal,Female,PID555,6,17.385,365.085,24-Feb-19,13:02,Cash,347.7,4.761904762,17.385,5.2
400-45-1220,B,Normal,Female,PID556,10,6.75,141.75,27-Feb-19,11:06,Credit card,135,4.761904762,6.75,4.8
453-63-6187,B,Normal,Male,PID557,3,4.125,86.625,01-Mar-19,15:40,Ewallet,82.5,4.761904762,4.125,6.5
578-80-7669,B,Normal,Male,PID558,1,3.7485,78.7185,16-Mar-19,16:58,Cash,74.97,4.761904762,3.7485,5.6
261-12-8671,B,Normal,Female,PID559,2,6.096,128.016,25-Jan-19,19:39,Credit card,121.92,4.761904762,6.096,4.9
815-11-1168,A,Member,Male,PID56,5,24.945,523.845,09/03/2019,19:09,Cash,498.9,4.761904762,24.945,5.4
529-56-3979,B,Normal,F,PID56,4,4.03,84.63,11/03/2020,15:30,Ewallet,80.6,4.761904762,4.03,4.4
182-69-8360,B,Normal,Female,PID560,4,4.73,99.33,30-Jan-19,13:32,Credit card,94.6,4.761904762,4.73,4
868-52-7573,B,Normal,Female,PID561,5,24.9225,523.3725,14-Jan-19,12:09,Cash,498.45,4.761904762,24.9225,9.9
596-42-3999,B,Normal,Male,PID562,7,6.377,133.917,10-Mar-19,14:04,Credit card,127.54,4.761904762,6.377,6.6
173-82-9529,B,Normal,Female,PID563,10,18.975,398.475,26-Jan-19,14:51,Cash,379.5,4.761904762,18.975,9.7
760-54-1821,B,Normal,Male,PID564,9,6.1155,128.4255,15-Mar-19,10:26,Cash,122.31,4.761904762,6.1155,5.8
831-64-0259,B,Normal,Female,PID565,5,9.9375,208.6875,22-Feb-19,10:43,Ewallet,198.75,4.761904762,9.9375,9.6
244-08-0162,B,Normal,Female,PID566,10,17.105,359.205,02-Jan-19,13:00,Cash,342.1,4.761904762,17.105,5.1
569-71-4390,B,Normal,Male,PID567,2,2.187,45.927,25-Jan-19,14:29,Ewallet,43.74,4.761904762,2.187,6.9
268-03-6164,B,Normal,Male,PID568,1,4.8055,100.9155,25-Jan-19,16:28,Ewallet,96.11,4.761904762,4.8055,7.8
848-07-1692,B,Normal,Female,PID569,2,5.722,120.162,12-Jan-19,17:13,Ewallet,114.44,4.761904762,5.722,8.3
340-66-0321,A,Member,Male,PID57,4,7.272,152.712,25/03/2019,13:07,Cash,145.44,4.761904762,7.272,7.6
741-73-3559,B,Normal,Male,PID570,5,16.8175,353.1675,27-Feb-19,17:27,Cash,336.35,4.761904762,16.8175,6.9
286-75-7818,B,Normal,Male,PID571,2,6.908,145.068,31-Jan-19,19:48,Credit card,138.16,4.761904762,6.908,6.9
616-87-0016,B,Normal,Male,PID572,7,33.439,702.219,09-Mar-19,14:36,Credit card,668.78,4.761904762,33.439,9.6
837-55-7229,B,Normal,Female,PID573,1,2.372,49.812,22-Feb-19,18:19,Credit card,47.44,4.761904762,2.372,6.8
891-01-7034,B,Normal,Female,PID574,6,22.413,470.673,01-Jan-19,19:07,Cash,448.26,4.761904762,22.413,6.7
744-09-5786,B,Normal,Male,PID575,6,6.603,138.663,02-Jan-19,18:50,Cash,132.06,4.761904762,6.603,7.6
533-33-5337,B,Normal,Male,PID576,10,39.695,833.595,07-Feb-19,20:24,Cash,793.9,4.761904762,39.695,6.2
554-53-3790,B,Normal,Male,PID577,6,11.106,233.226,22-Mar-19,18:33,Cash,222.12,4.761904762,11.106,4.5
701-69-8742,B,Normal,Male,PID578,10,17.185,360.885,16-Mar-19,10:11,Ewallet,343.7,4.761904762,17.185,6.7
709-58-4068,B,Normal,Female,PID579,10,20.545,431.445,28-Feb-19,14:42,Cash,410.9,4.761904762,20.545,7.3
442-48-3607,A,Member,Male,PID58,2,2.348,49.308,14/03/2019,11:21,Credit card,46.96,4.761904762,2.348,7.9
686-41-0932,B,Normal,Female,PID580,2,3.47,72.87,13-Mar-19,19:48,Ewallet,69.4,4.761904762,3.47,8.2
437-53-3084,B,Normal,Male,PID581,2,9.989,209.769,26-Feb-19,11:48,Ewallet,199.78,4.761904762,9.989,7.1
632-32-4574,B,Normal,Male,PID582,8,30.368,637.728,20-Mar-19,14:14,Cash,607.36,4.761904762,30.368,5.5
282-35-2475,B,Normal,Female,PID583,2,9.331,195.951,25-Mar-19,17:53,Cash,186.62,4.761904762,9.331,6.3
511-54-3087,B,Normal,Male,PID584,1,4.4225,92.8725,25-Feb-19,16:36,Credit card,88.45,4.761904762,4.4225,9.5
862-17-9201,B,Normal,Female,PID585,6,25.215,529.515,29-Jan-19,10:48,Credit card,504.3,4.761904762,25.215,7.7
734-91-1155,B,Normal,Female,PID586,3,6.8565,143.9865,26-Mar-19,10:34,Credit card,137.13,4.761904762,6.8565,7.7
286-62-6248,B,Normal,Male,PID587,4,7.842,164.682,16-Jan-19,20:03,Credit card,156.84,4.761904762,7.842,9
857-67-9057,B,Normal,Male,PID588,10,11.475,240.975,06-Feb-19,19:20,Ewallet,229.5,4.761904762,11.475,8.2
841-18-8232,B,Normal,Female,PID589,1,3.56,74.76,05-Jan-19,20:40,Credit card,71.2,4.761904762,3.56,9.2
527-09-6272,A,Member,Female,PID59,5,7.1125,149.3625,21/03/2019,10:17,Credit card,142.25,4.761904762,7.1125,9.1
539-21-7227,B,Normal,Female,PID590,5,12.885,270.585,26-Jan-19,17:45,Cash,257.7,4.761904762,12.885,4.2
747-58-7183,B,Normal,Male,PID591,3,8.5905,180.4005,09-Feb-19,20:31,Ewallet,171.81,4.761904762,8.5905,6.5
582-52-8065,B,Normal,Female,PID592,9,24.4395,513.2295,22-Feb-19,10:49,Cash,488.79,4.761904762,24.4395,8.9
210-57-1719,B,Normal,Female,PID593,9,26.208,550.368,05-Feb-19,12:34,Cash,524.16,4.761904762,26.208,9.7
356-44-8813,B,Normal,Male,PID594,3,5.622,118.062,20-Jan-19,13:45,Credit card,112.44,4.761904762,5.622,7.7
174-75-0888,B,Normal,Male,PID595,9,9.711,203.931,14-Mar-19,12:32,Cash,194.22,4.761904762,9.711,7.3
134-54-4720,B,Normal,Female,PID596,8,16.968,356.328,30-Jan-19,13:58,Ewallet,339.36,4.761904762,16.968,5.7
514-37-2845,B,Normal,Male,PID597,2,9.925,208.425,20-Mar-19,13:02,Cash,198.5,4.761904762,9.925,9
241-11-2261,B,Normal,Female,PID598,7,27.951,586.971,10-Jan-19,10:33,Credit card,559.02,4.761904762,27.951,5.5
355-34-6244,B,Normal,Male,PID599,2,7.239,152.019,13-Jan-19,19:55,Credit card,144.78,4.761904762,7.239,8.1
441-94-7118,A,Member,Male,PID60,1,3.5975,75.5475,04/02/2019,12:14,Cash,71.95,4.761904762,3.5975,7.3
458-61-0011,B,Normal,Male,PID600,4,12.06,253.26,20-Feb-19,18:43,Cash,241.2,4.761904762,12.06,5.8
207-73-1363,B,Normal,Male,PID601,2,6.951,145.971,01-Mar-19,12:15,Ewallet,139.02,4.761904762,6.951,8.1
375-72-3056,B,Normal,Male,PID602,3,9.459,198.639,19-Jan-19,15:58,Ewallet,189.18,4.761904762,9.459,7
470-31-3286,B,Normal,Male,PID603,3,2.223,46.683,01-Mar-19,11:30,Credit card,44.46,4.761904762,2.223,8.7
642-30-6693,B,Normal,Female,PID604,6,16.353,343.413,17-Mar-19,13:54,Ewallet,327.06,4.761904762,16.353,7.8
830-58-2383,B,Normal,Male,PID605,4,6.35,133.35,08-Feb-19,15:26,Cash,127,4.761904762,6.35,8.6
852-62-7105,B,Normal,Female,PID606,10,41.625,874.125,12-Jan-19,11:25,Credit card,832.5,4.761904762,41.625,4.4
420-04-7590,B,Normal,Male,PID607,3,14.955,314.055,18-Mar-19,11:29,Ewallet,299.1,4.761904762,14.955,4.7
665-63-9737,B,Normal,Male,PID608,3,7.863,165.123,27-Feb-19,17:36,Ewallet,157.26,4.761904762,7.863,7.5
369-82-2676,B,Normal,Male,PID609,5,18.915,397.215,15-Jan-19,18:22,Ewallet,378.3,4.761904762,18.915,7.8
612-36-5536,A,Member,Male,PID61,8,32.384,680.064,17/02/2019,11:12,Credit card,647.68,4.761904762,32.384,7.4
563-47-4072,B,Normal,Female,PID610,6,16.743,351.603,22-Jan-19,11:52,Cash,334.86,4.761904762,16.743,9.9
322-02-2271,B,Normal,Female,PID611,3,6.4455,135.3555,03-Feb-19,11:46,Cash,128.91,4.761904762,6.4455,9.3
190-14-3147,B,Normal,Female,PID612,4,3.594,75.474,23-Feb-19,20:43,Ewallet,71.88,4.761904762,3.594,6.4
679-22-6530,B,Normal,Female,PID613,2,4.062,85.302,17-Jan-19,10:01,Credit card,81.24,4.761904762,4.062,4.1
576-31-4774,B,Normal,Female,PID614,3,11.0115,231.2415,02-Mar-19,13:10,Ewallet,220.23,4.761904762,11.0115,4
320-85-2052,B,Normal,Female,PID615,1,1.7405,36.5505,14-Jan-19,10:11,Credit card,34.81,4.761904762,1.7405,7
826-58-8051,B,Normal,Male,PID616,4,12.438,261.198,06-Jan-19,19:46,Ewallet,248.76,4.761904762,12.438,4.3
176-64-7711,B,Normal,Male,PID617,3,4.848,101.808,27-Mar-19,19:11,Credit card,96.96,4.761904762,4.848,4.3
186-79-9562,B,Normal,Male,PID618,7,25.1195,527.5095,29-Mar-19,14:06,Cash,502.39,4.761904762,25.1195,8.9
834-45-5519,B,Normal,Female,PID619,4,8.6,180.6,31-Jan-19,20:48,Ewallet,172,4.761904762,8.6,7.6
468-88-0009,A,Member,Male,PID62,4,13.188,276.948,24/03/2019,10:29,Cash,263.76,4.761904762,13.188,6
418-05-0656,B,Normal,Female,PID620,7,8.946,187.866,02-Feb-19,20:42,Cash,178.92,4.761904762,8.946,7.1
365-64-0518,A,Member,F,PID620,7,24.1255,506.6355,11/03/2020,11:03,Credit card,482.51,4.761904762,24.1255,4.6
776-68-1096,B,Normal,Male,PID621,3,6.618,138.978,18-Mar-19,13:45,Credit card,132.36,4.761904762,6.618,7.9
174-64-0215,B,Normal,Male,PID622,10,34.87,732.27,05-Mar-19,17:49,Credit card,697.4,4.761904762,34.87,8.9
438-23-1242,B,Normal,Male,PID623,7,26.558,557.718,24-Jan-19,10:38,Ewallet,531.16,4.761904762,26.558,8.9
775-72-1988,B,Normal,Male,PID624,5,18.32,384.72,24-Jan-19,15:05,Ewallet,366.4,4.761904762,18.32,8.4
525-09-8450,B,Normal,Male,PID625,10,36.065,757.365,31-Jan-19,15:12,Credit card,721.3,4.761904762,36.065,4.2
593-14-4239,B,Normal,Female,PID626,8,38.184,801.864,05-Mar-19,19:40,Ewallet,763.68,4.761904762,38.184,4.7
388-76-2555,B,Normal,Male,PID627,6,4.107,86.247,13-Feb-19,13:59,Cash,82.14,4.761904762,4.107,6.3
711-31-1234,B,Normal,Female,PID628,4,19.128,401.688,16-Mar-19,18:51,Cash,382.56,4.761904762,19.128,7.9
120-54-2248,B,Normal,Female,PID629,5,7.215,151.515,22-Jan-19,18:08,Credit card,144.3,4.761904762,7.215,8
254-31-0042,A,Member,Male,PID63,9,9.675,203.175,06/03/2019,12:46,Credit card,193.5,4.761904762,9.675,7.8
875-31-8302,B,Normal,Male,PID630,1,4.669,98.049,03-Jan-19,13:07,Cash,93.38,4.761904762,4.669,9.6
744-16-7898,B,Normal,Female,PID631,10,48.685,1022.385,15-Jan-19,13:48,Credit card,973.7,4.761904762,48.685,4.9
605-83-1050,B,Normal,Male,PID632,2,2.718,57.078,15-Mar-19,16:26,Ewallet,54.36,4.761904762,2.718,4.3
359-94-5395,B,Normal,Male,PID633,1,4.639,97.419,15-Mar-19,10:50,Credit card,92.78,4.761904762,4.639,9.8
751-15-6198,B,Normal,Male,PID634,6,6.903,144.963,12-Jan-19,16:45,Ewallet,138.06,4.761904762,6.903,7.9
559-61-5987,B,Normal,Female,PID635,1,0.8875,18.6375,14-Jan-19,10:38,Cash,17.75,4.761904762,0.8875,8.6
565-91-4567,B,Normal,Male,PID636,8,4.3,90.3,15-Mar-19,14:38,Ewallet,86,4.761904762,4.3,6.2
499-27-7781,B,Normal,Female,PID637,8,21.284,446.964,14-Mar-19,16:45,Ewallet,425.68,4.761904762,21.284,5
366-43-6862,B,Normal,Male,PID638,4,10.578,222.138,25-Mar-19,16:32,Ewallet,211.56,4.761904762,10.578,6.7
636-17-0325,B,Normal,Male,PID639,4,12.514,262.794,25-Feb-19,18:37,Cash,250.28,4.761904762,12.514,9.5
667-23-5919,A,Member,Female,PID64,5,24.175,507.675,14/01/2019,12:52,Ewallet,483.5,4.761904762,24.175,7
670-71-7306,B,Normal,Male,PID640,6,13.389,281.169,02-Jan-19,20:08,Credit card,267.78,4.761904762,13.389,5.1
291-59-1384,B,Normal,Male,PID641,1,3.015,63.315,28-Feb-19,17:38,Cash,60.3,4.761904762,3.015,6
866-70-2814,B,Normal,Female,PID642,10,26.395,554.295,25-Feb-19,11:58,Ewallet,527.9,4.761904762,26.395,10
895-03-6665,B,Normal,Female,PID643,9,16.4295,345.0195,16-Feb-19,10:52,Cash,328.59,4.761904762,16.4295,4.2
770-42-8960,B,Normal,Male,PID644,8,8.448,177.408,01-Jan-19,19:31,Cash,168.96,4.761904762,8.448,6.3
234-36-2483,B,Normal,Male,PID645,6,17.277,362.817,15-Feb-19,13:51,Cash,345.54,4.761904762,17.277,5.1
152-03-4217,B,Normal,Female,PID646,9,5.076,106.596,17-Mar-19,11:55,Credit card,101.52,4.761904762,5.076,4.3
533-66-5566,B,Normal,Female,PID647,7,17.8745,375.3645,12-Jan-19,11:42,Cash,357.49,4.761904762,17.8745,7
114-35-5271,B,Normal,Female,PID648,8,23.164,486.444,07-Feb-19,15:06,Cash,463.28,4.761904762,23.164,8.1
715-20-1673,B,Normal,Male,PID649,5,7.095,148.995,06-Mar-19,20:57,Cash,141.9,4.761904762,7.095,9.4
289-15-7034,A,Member,Male,PID65,4,16.466,345.786,11/01/2019,10:37,Credit card,329.32,4.761904762,16.466,7.5
699-88-1972,B,Normal,Male,PID650,8,39.664,832.944,28-Jan-19,17:47,Credit card,793.28,4.761904762,39.664,4.2
509-10-0516,B,Normal,Male,PID651,4,9.194,193.074,09-Feb-19,12:02,Ewallet,183.88,4.761904762,9.194,5.1
851-98-3555,B,Normal,Female,PID652,5,20.72,435.12,24-Mar-19,14:08,Credit card,414.4,4.761904762,20.72,6.6
624-01-8356,B,Normal,Female,PID653,10,24.505,514.605,27-Jan-19,10:44,Credit card,490.1,4.761904762,24.505,4.2
777-67-2495,B,Normal,Male,PID654,3,10.3455,217.2555,22-Feb-19,11:26,Ewallet,206.91,4.761904762,10.3455,8.7
181-82-6255,B,Normal,Female,PID655,6,4.911,103.131,08-Feb-19,10:58,Cash,98.22,4.761904762,4.911,7
226-34-0034,B,Normal,Female,PID656,4,2.756,57.876,10-Jan-19,11:10,Ewallet,55.12,4.761904762,2.756,9
431-66-2305,B,Normal,Female,PID657,9,39.7125,833.9625,15-Feb-19,20:51,Credit card,794.25,4.761904762,39.7125,7.6
825-94-5922,B,Normal,Male,PID658,2,2.531,53.151,02-Mar-19,19:26,Ewallet,50.62,4.761904762,2.531,7.2
641-62-7288,B,Normal,Male,PID659,6,29.976,629.496,24-Mar-19,13:33,Ewallet,599.52,4.761904762,29.976,7.1
563-36-9814,A,Member,Male,PID66,1,3.841,80.661,13/02/2019,18:27,Ewallet,76.82,4.761904762,3.841,7.2
501-61-1753,B,Normal,Female,PID660,6,18.945,397.845,03-Jan-19,20:24,Ewallet,378.9,4.761904762,18.945,9.8
365-16-4334,B,Normal,Female,PID661,8,10.572,222.012,24-Feb-19,14:26,Ewallet,211.44,4.761904762,10.572,8.9
430-02-3888,B,Normal,Male,PID662,6,13.806,289.926,07-Feb-19,15:55,Cash,276.12,4.761904762,13.806,7.1
794-42-3736,B,Normal,Male,PID663,2,3.333,69.993,26-Jan-19,14:41,Credit card,66.66,4.761904762,3.333,6.4
172-42-8274,B,Normal,Female,PID664,2,3.827,80.367,02-Mar-19,18:18,Credit card,76.54,4.761904762,3.827,5.8
452-04-8808,B,Normal,Male,PID665,7,30.478,640.038,26-Jan-19,15:17,Cash,609.56,4.761904762,30.478,5.5
156-20-0370,B,Normal,Female,PID666,1,1.2725,26.7225,10-Mar-19,18:10,Credit card,25.45,4.761904762,1.2725,5.1
151-33-7434,B,Normal,Female,PID667,1,3.3885,71.1585,04-Feb-19,20:43,Credit card,67.77,4.761904762,3.3885,6.5
374-38-5555,B,Normal,Female,PID668,5,15.9275,334.4775,07-Feb-19,19:30,Ewallet,318.55,4.761904762,15.9275,8.5
529-56-3977,B,Member,F,PID668,6,28.116,590.436,15/01/2020,16:19,Cash,562.32,4.761904762,28.116,4.5
764-44-8999,B,Normal,Female,PID669,2,1.476,30.996,18-Feb-19,14:42,Ewallet,29.52,4.761904762,1.476,4.3
308-47-4913,A,Member,Female,PID67,10,26.13,548.73,09/03/2019,12:45,Credit card,522.6,4.761904762,26.13,6.2
602-16-6955,B,Normal,Female,PID670,10,38.3,804.3,24-Jan-19,18:10,Ewallet,766,4.761904762,38.3,6
